sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
550;BME280;261;48.768;9.174;2019-02-10T00:02:23;98192.96;;;8.04;71.32
550;BME280;261;48.768;9.174;2019-02-10T00:04:53;98192.39;;;8.04;71.41
550;BME280;261;48.768;9.174;2019-02-10T00:07:42;98183.11;;;7.98;71.54
550;BME280;261;48.768;9.174;2019-02-10T00:18:38;98179.43;;;8.06;71.96
550;BME280;261;48.768;9.174;2019-02-10T00:32:33;98155.25;;;8.45;70.23
550;BME280;261;48.768;9.174;2019-02-10T00:35:24;98153.87;;;8.55;70.22
550;BME280;261;48.768;9.174;2019-02-10T00:45:52;98131.34;;;8.56;69.82
550;BME280;261;48.768;9.174;2019-02-10T00:57:02;98137.81;;;8.68;69.25
550;BME280;261;48.768;9.174;2019-02-10T01:13:15;98103.14;;;8.22;70.99
550;BME280;261;48.768;9.174;2019-02-10T01:15:46;98107.92;;;8.23;70.87
550;BME280;261;48.768;9.174;2019-02-10T01:18:16;98112.50;;;8.22;70.99
550;BME280;261;48.768;9.174;2019-02-10T01:26:42;98104.66;;;8.20;71.07
550;BME280;261;48.768;9.174;2019-02-10T01:46:10;98057.23;;;7.77;72.83
550;BME280;261;48.768;9.174;2019-02-10T01:57:16;98040.35;;;8.48;69.72
550;BME280;261;48.768;9.174;2019-02-10T01:59:46;98026.19;;;8.31;70.41
550;BME280;261;48.768;9.174;2019-02-10T02:02:16;98025.30;;;8.37;70.19
550;BME280;261;48.768;9.174;2019-02-10T02:04:46;98019.14;;;8.20;70.66
550;BME280;261;48.768;9.174;2019-02-10T02:07:16;98011.98;;;8.40;70.00
550;BME280;261;48.768;9.174;2019-02-10T02:12:24;97991.23;;;8.17;70.62
550;BME280;261;48.768;9.174;2019-02-10T02:14:54;97990.99;;;8.29;70.37
550;BME280;261;48.768;9.174;2019-02-10T02:17:24;97980.72;;;8.61;68.90
550;BME280;261;48.768;9.174;2019-02-10T02:19:54;97976.05;;;8.38;70.04
550;BME280;261;48.768;9.174;2019-02-10T02:25:19;97952.33;;;8.33;69.92
550;BME280;261;48.768;9.174;2019-02-10T02:27:49;97955.56;;;8.32;69.96
