sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
9585;SDS011;4831;50.876;4.715;2019-02-10T00:01:39;22.33;;;4.80;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:04:15;17.30;;;4.10;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:06:43;21.33;;;4.70;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:09:12;18.93;;;4.30;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:11:41;21.83;;;4.50;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:14:09;18.03;;;4.83;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:16:39;21.60;;;4.67;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:19:08;18.23;;;4.20;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:21:37;18.77;;;4.87;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:24:06;22.27;;;4.63;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:26:34;16.03;;;4.23;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:29:03;17.43;;;4.50;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:31:31;23.60;;;4.90;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:34:00;19.33;;;4.40;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:36:28;25.73;;;4.80;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:38:57;23.93;;;4.43;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:41:26;18.53;;;4.07;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:43:54;23.73;;;5.03;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:46:23;23.23;;;4.50;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:48:52;22.23;;;3.73;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:51:20;23.67;;;4.77;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:53:49;19.70;;;4.60;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:56:18;15.33;;;3.90;;
9585;SDS011;4831;50.876;4.715;2019-02-10T00:58:46;11.50;;;3.33;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:01:15;16.57;;;3.70;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:03:44;15.77;;;3.67;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:06:12;14.60;;;3.30;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:08:41;16.00;;;3.57;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:11:09;14.83;;;3.73;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:13:38;13.37;;;3.17;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:16:06;12.90;;;3.10;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:18:35;14.50;;;3.40;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:21:04;14.17;;;3.07;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:23:32;16.50;;;3.17;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:26:01;17.63;;;3.33;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:28:29;13.40;;;3.70;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:30:58;16.27;;;3.37;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:33:26;12.20;;;2.93;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:35:55;15.87;;;3.40;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:38:24;12.83;;;3.27;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:40:52;12.27;;;2.97;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:43:21;12.67;;;3.13;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:45:49;17.23;;;3.10;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:48:18;15.77;;;3.47;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:50:47;16.07;;;3.60;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:53:15;9.97;;;2.77;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:55:44;13.47;;;3.30;;
9585;SDS011;4831;50.876;4.715;2019-02-10T01:58:13;14.23;;;3.23;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:00:41;13.77;;;2.93;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:03:10;13.47;;;3.17;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:05:38;15.60;;;3.27;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:08:07;12.70;;;4.00;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:10:35;21.63;;;3.73;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:13:04;15.77;;;3.37;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:15:33;14.67;;;3.00;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:18:02;17.23;;;3.60;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:20:31;16.77;;;3.20;;
9585;SDS011;4831;50.876;4.715;2019-02-10T02:22:59;15.50;;;3.83;;
