sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
740;BME280;354;42.694;23.337;2019-02-10T00:01:00;95694.48;;;-0.02;83.00
740;BME280;354;42.694;23.337;2019-02-10T00:03:31;95696.12;;;-0.01;83.22
740;BME280;354;42.694;23.337;2019-02-10T00:05:59;95699.38;;;-0.09;83.41
740;BME280;354;42.694;23.337;2019-02-10T00:08:27;95699.10;;;-0.06;83.18
740;BME280;354;42.694;23.337;2019-02-10T00:10:56;95698.98;;;-0.04;83.36
740;BME280;354;42.694;23.337;2019-02-10T00:13:32;95693.88;;;0.10;82.86
740;BME280;354;42.694;23.337;2019-02-10T00:16:09;95691.62;;;-0.09;83.26
740;BME280;354;42.694;23.337;2019-02-10T00:18:37;95694.16;;;-0.28;83.82
740;BME280;354;42.694;23.337;2019-02-10T00:21:06;95697.70;;;-0.29;84.63
740;BME280;354;42.694;23.337;2019-02-10T00:23:34;95705.13;;;-0.30;85.00
740;BME280;354;42.694;23.337;2019-02-10T00:26:03;95702.54;;;-0.30;84.69
740;BME280;354;42.694;23.337;2019-02-10T00:28:32;95696.41;;;-0.29;84.71
740;BME280;354;42.694;23.337;2019-02-10T00:31:00;95701.44;;;-0.37;84.82
740;BME280;354;42.694;23.337;2019-02-10T00:33:28;95694.70;;;-0.44;85.14
740;BME280;354;42.694;23.337;2019-02-10T00:35:57;95706.52;;;-0.41;85.39
740;BME280;354;42.694;23.337;2019-02-10T00:38:25;95712.37;;;-0.39;85.12
740;BME280;354;42.694;23.337;2019-02-10T00:40:54;95701.05;;;-0.33;84.81
740;BME280;354;42.694;23.337;2019-02-10T00:43:22;95704.70;;;-0.35;84.38
740;BME280;354;42.694;23.337;2019-02-10T00:45:50;95696.05;;;-0.40;84.71
740;BME280;354;42.694;23.337;2019-02-10T00:48:19;95705.00;;;-0.54;84.63
740;BME280;354;42.694;23.337;2019-02-10T00:50:47;95704.29;;;-0.56;85.29
740;BME280;354;42.694;23.337;2019-02-10T00:53:15;95699.16;;;-0.46;85.40
740;BME280;354;42.694;23.337;2019-02-10T00:55:44;95702.56;;;-0.45;84.89
740;BME280;354;42.694;23.337;2019-02-10T00:58:12;95690.98;;;-0.51;84.84
740;BME280;354;42.694;23.337;2019-02-10T01:00:40;95697.93;;;-0.67;85.36
740;BME280;354;42.694;23.337;2019-02-10T01:03:09;95698.06;;;-0.84;85.95
740;BME280;354;42.694;23.337;2019-02-10T01:05:37;95691.75;;;-0.85;86.11
740;BME280;354;42.694;23.337;2019-02-10T01:08:05;95688.35;;;-0.86;86.71
740;BME280;354;42.694;23.337;2019-02-10T01:10:34;95687.02;;;-0.95;87.12
740;BME280;354;42.694;23.337;2019-02-10T01:13:02;95694.23;;;-0.89;87.39
740;BME280;354;42.694;23.337;2019-02-10T01:15:30;95691.66;;;-0.89;87.66
740;BME280;354;42.694;23.337;2019-02-10T01:17:59;95690.26;;;-0.88;87.85
740;BME280;354;42.694;23.337;2019-02-10T01:20:27;95684.29;;;-0.94;87.85
740;BME280;354;42.694;23.337;2019-02-10T01:22:55;95682.84;;;-0.87;88.22
740;BME280;354;42.694;23.337;2019-02-10T01:25:24;95684.05;;;-0.91;88.28
740;BME280;354;42.694;23.337;2019-02-10T01:27:52;95673.63;;;-0.80;88.25
740;BME280;354;42.694;23.337;2019-02-10T01:30:20;95672.91;;;-0.76;88.13
740;BME280;354;42.694;23.337;2019-02-10T01:32:49;95675.92;;;-0.86;88.10
740;BME280;354;42.694;23.337;2019-02-10T01:35:17;95681.66;;;-0.88;88.18
740;BME280;354;42.694;23.337;2019-02-10T01:37:45;95675.19;;;-0.98;88.24
740;BME280;354;42.694;23.337;2019-02-10T01:40:14;95676.59;;;-0.84;88.39
740;BME280;354;42.694;23.337;2019-02-10T01:42:42;95671.81;;;-0.89;88.50
740;BME280;354;42.694;23.337;2019-02-10T01:45:11;95670.14;;;-0.84;88.63
740;BME280;354;42.694;23.337;2019-02-10T01:47:39;95672.23;;;-0.93;88.46
740;BME280;354;42.694;23.337;2019-02-10T01:50:08;95659.13;;;-1.01;88.95
740;BME280;354;42.694;23.337;2019-02-10T01:52:37;95666.59;;;-0.93;88.88
740;BME280;354;42.694;23.337;2019-02-10T01:57:35;95670.84;;;-0.97;89.06
740;BME280;354;42.694;23.337;2019-02-10T02:00:06;95677.88;;;-0.99;89.17
740;BME280;354;42.694;23.337;2019-02-10T02:02:35;95671.22;;;-1.02;89.33
