sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
8765;SDS011;4419;50.882;4.719;2019-02-10T00:00:39;17.53;;;3.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:03:09;13.33;;;3.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:05:37;15.17;;;3.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:08:05;16.63;;;3.97;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:10:34;13.43;;;3.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:15:49;14.20;;;3.73;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:18:18;12.27;;;3.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:20:46;16.60;;;4.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:23:15;10.13;;;3.67;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:25:43;19.93;;;4.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:28:12;20.67;;;3.87;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:30:40;19.67;;;4.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:33:09;13.17;;;3.43;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:35:37;19.57;;;4.07;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:38:05;16.43;;;3.27;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:40:35;14.90;;;3.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:43:05;23.60;;;4.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:45:33;16.17;;;3.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:48:02;15.13;;;3.53;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:50:30;16.53;;;3.53;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:52:58;14.30;;;3.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:55:27;15.73;;;3.83;;
8765;SDS011;4419;50.882;4.719;2019-02-10T00:57:55;18.90;;;3.27;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:00:26;12.00;;;3.87;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:02:54;10.90;;;3.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:05:22;12.77;;;2.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:07:51;11.43;;;3.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:10:20;15.20;;;2.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:12:51;9.13;;;2.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:15:19;14.33;;;2.97;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:17:48;14.63;;;2.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:20:16;13.20;;;2.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:22:45;11.80;;;3.13;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:25:13;10.50;;;2.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:27:42;16.47;;;3.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:30:11;14.33;;;2.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:32:40;8.93;;;2.77;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:35:09;11.73;;;2.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:37:37;9.53;;;2.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:40:07;9.50;;;2.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:42:37;14.77;;;3.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:45:06;11.93;;;3.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:47:36;12.57;;;2.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:50:07;14.43;;;3.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:52:37;12.10;;;2.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:55:06;12.83;;;2.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T01:57:38;13.70;;;2.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:00:08;14.90;;;2.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:02:38;11.50;;;2.57;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:05:08;18.50;;;3.17;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:07:43;14.67;;;3.03;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:10:11;14.03;;;2.67;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:12:40;8.77;;;2.87;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:15:13;14.80;;;3.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:17:40;11.57;;;3.03;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:20:10;9.80;;;3.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:22:39;12.07;;;3.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:25:08;11.03;;;2.87;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:27:39;10.77;;;2.53;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:30:13;15.77;;;3.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:32:40;13.77;;;3.37;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:35:09;11.73;;;2.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:37:38;15.53;;;2.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:40:08;10.17;;;3.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:42:38;20.97;;;3.47;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:45:13;10.07;;;2.17;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:47:39;6.73;;;2.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:50:10;9.40;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:52:38;10.47;;;2.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:55:07;12.17;;;2.67;;
8765;SDS011;4419;50.882;4.719;2019-02-10T02:57:36;7.00;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:00:08;4.10;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:02:36;5.30;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:05:06;9.13;;;2.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:07:35;5.57;;;2.07;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:10:04;2.53;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:12:34;6.47;;;1.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:15:04;4.37;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:17:34;5.60;;;2.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:20:08;4.20;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:22:38;5.57;;;2.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:25:06;5.03;;;1.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:27:35;2.83;;;1.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:30:07;4.27;;;2.07;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:32:36;5.00;;;1.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:35:05;4.30;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:37:34;4.10;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:40:03;4.73;;;1.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:42:33;2.37;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:45:03;2.87;;;1.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:47:32;5.77;;;1.67;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:50:01;4.97;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:52:33;6.53;;;2.27;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:55:01;2.90;;;1.77;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:57:31;2.60;;;1.57;;
8765;SDS011;4419;50.882;4.719;2019-02-10T03:59:59;3.80;;;1.97;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:02:28;4.60;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:04:56;4.30;;;1.63;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:07:24;3.67;;;1.57;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:09:53;3.03;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:12:21;1.83;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:14:49;2.93;;;1.67;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:17:18;3.37;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:19:46;3.03;;;1.77;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:22:15;2.30;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:24:45;3.90;;;1.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:27:13;3.37;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:29:41;3.97;;;1.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:32:09;3.17;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:34:38;1.77;;;1.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:37:06;1.30;;;1.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:39:34;1.63;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:42:03;1.73;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:44:31;2.50;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:46:59;1.77;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:49:28;2.00;;;1.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:51:56;2.37;;;1.77;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:54:24;1.73;;;1.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:56:53;1.97;;;1.53;;
8765;SDS011;4419;50.882;4.719;2019-02-10T04:59:21;2.53;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:01:49;2.67;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:04:18;2.83;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:06:46;2.40;;;1.83;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:09:14;1.93;;;1.73;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:11:42;1.60;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:14:11;1.70;;;1.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:16:39;4.57;;;2.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:19:07;2.37;;;2.03;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:21:36;4.80;;;2.03;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:24:04;3.07;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:26:32;3.50;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:29:01;2.90;;;2.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:31:29;4.70;;;2.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:33:57;3.67;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:36:26;4.70;;;2.27;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:38:54;4.40;;;2.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:41:22;5.73;;;2.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:43:51;3.60;;;2.47;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:46:19;4.87;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:48:47;4.60;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:51:16;3.43;;;2.57;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:53:44;2.70;;;2.30;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:56:12;4.47;;;2.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T05:58:40;3.87;;;2.40;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:04:13;3.13;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:06:42;3.57;;;2.23;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:09:10;3.47;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:11:38;3.03;;;1.73;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:14:07;3.80;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:16:35;2.90;;;2.17;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:19:03;1.90;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:21:32;2.93;;;2.10;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:24:00;2.70;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:26:28;2.70;;;1.97;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:28:57;2.40;;;1.83;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:31:25;2.23;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:33:53;1.80;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:36:22;2.57;;;1.57;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:38:50;2.33;;;1.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:41:18;1.90;;;1.50;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:43:47;2.63;;;1.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:46:15;2.20;;;2.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:48:44;1.70;;;1.60;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:51:12;4.60;;;1.83;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:53:40;1.63;;;1.53;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:56:09;3.77;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T06:58:37;2.00;;;1.80;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:01:05;2.70;;;1.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:03:42;2.77;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:06:13;3.87;;;1.90;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:08:41;2.47;;;2.07;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:11:10;2.47;;;2.00;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:13:39;3.17;;;1.73;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:27:40;2.63;;;1.93;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:33:02;3.10;;;2.20;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:35:42;3.27;;;1.70;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:38:26;2.43;;;1.73;;
8765;SDS011;4419;50.882;4.719;2019-02-10T07:43:59;3.47;;;1.60;;
