sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
141;BME280;65;48.779;9.160;2019-02-10T00:00:26;98110.02;;;7.76;65.89
141;BME280;65;48.779;9.160;2019-02-10T00:02:58;98110.37;;;7.77;66.17
141;BME280;65;48.779;9.160;2019-02-10T00:05:26;98100.00;;;7.74;66.20
141;BME280;65;48.779;9.160;2019-02-10T00:07:53;98096.92;;;7.78;66.00
141;BME280;65;48.779;9.160;2019-02-10T00:10:20;98087.11;;;7.79;65.96
141;BME280;65;48.779;9.160;2019-02-10T00:15:52;98093.34;;;7.74;66.46
141;BME280;65;48.779;9.160;2019-02-10T00:18:19;98093.56;;;7.67;66.82
141;BME280;65;48.779;9.160;2019-02-10T00:20:47;98088.59;;;7.68;66.75
141;BME280;65;48.779;9.160;2019-02-10T00:23:14;98090.76;;;7.68;66.81
141;BME280;65;48.779;9.160;2019-02-10T00:25:41;98081.66;;;7.61;67.24
141;BME280;65;48.779;9.160;2019-02-10T00:28:09;98081.93;;;7.68;66.86
141;BME280;65;48.779;9.160;2019-02-10T00:30:36;98085.64;;;7.71;66.51
141;BME280;65;48.779;9.160;2019-02-10T00:33:04;98079.75;;;7.77;66.50
141;BME280;65;48.779;9.160;2019-02-10T00:35:31;98073.14;;;7.90;65.69
141;BME280;65;48.779;9.160;2019-02-10T00:37:58;98068.44;;;7.98;65.12
141;BME280;65;48.779;9.160;2019-02-10T00:40:26;98063.31;;;8.01;65.35
141;BME280;65;48.779;9.160;2019-02-10T00:42:53;98056.08;;;8.07;64.30
141;BME280;65;48.779;9.160;2019-02-10T00:45:21;98040.87;;;8.17;63.80
141;BME280;65;48.779;9.160;2019-02-10T00:47:48;98043.73;;;8.19;63.62
141;BME280;65;48.779;9.160;2019-02-10T00:50:15;98046.66;;;8.36;63.07
141;BME280;65;48.779;9.160;2019-02-10T00:52:43;98043.84;;;8.27;63.03
141;BME280;65;48.779;9.160;2019-02-10T00:55:10;98052.19;;;8.28;63.41
141;BME280;65;48.779;9.160;2019-02-10T00:57:38;98053.61;;;8.33;63.37
141;BME280;65;48.779;9.160;2019-02-10T01:00:07;98039.85;;;8.27;63.14
141;BME280;65;48.779;9.160;2019-02-10T01:02:34;98034.95;;;8.33;62.92
141;BME280;65;48.779;9.160;2019-02-10T01:05:02;98018.13;;;8.22;62.94
141;BME280;65;48.779;9.160;2019-02-10T01:07:30;98024.01;;;8.26;63.35
141;BME280;65;48.779;9.160;2019-02-10T01:09:57;98010.28;;;8.21;63.31
141;BME280;65;48.779;9.160;2019-02-10T01:12:25;98010.28;;;8.21;63.31
141;BME280;65;48.779;9.160;2019-02-10T01:14:52;98022.97;;;8.23;63.35
141;BME280;65;48.779;9.160;2019-02-10T01:17:19;98024.73;;;8.18;63.60
141;BME280;65;48.779;9.160;2019-02-10T01:19:47;98025.48;;;8.24;63.25
141;BME280;65;48.779;9.160;2019-02-10T01:22:14;98021.78;;;8.21;63.54
141;BME280;65;48.779;9.160;2019-02-10T01:24:42;98022.07;;;8.18;63.81
141;BME280;65;48.779;9.160;2019-02-10T01:27:09;98016.45;;;8.21;63.49
141;BME280;65;48.779;9.160;2019-02-10T01:29:36;98009.15;;;8.23;63.17
141;BME280;65;48.779;9.160;2019-02-10T01:32:04;98009.94;;;8.20;63.41
141;BME280;65;48.779;9.160;2019-02-10T01:34:31;97996.50;;;8.35;62.60
141;BME280;65;48.779;9.160;2019-02-10T01:36:58;97995.93;;;8.32;63.11
141;BME280;65;48.779;9.160;2019-02-10T01:39:26;97987.33;;;8.34;62.90
141;BME280;65;48.779;9.160;2019-02-10T01:41:53;97983.72;;;8.39;62.59
141;BME280;65;48.779;9.160;2019-02-10T01:44:21;97990.69;;;8.36;62.69
141;BME280;65;48.779;9.160;2019-02-10T01:46:48;97981.07;;;8.29;62.87
141;BME280;65;48.779;9.160;2019-02-10T01:49:15;97975.25;;;8.29;62.87
141;BME280;65;48.779;9.160;2019-02-10T01:51:43;97968.88;;;8.26;63.15
141;BME280;65;48.779;9.160;2019-02-10T01:54:10;97967.64;;;8.21;63.29
141;BME280;65;48.779;9.160;2019-02-10T01:56:38;97965.66;;;8.33;62.79
141;BME280;65;48.779;9.160;2019-02-10T01:59:05;97949.22;;;8.37;62.32
141;BME280;65;48.779;9.160;2019-02-10T02:01:32;97943.48;;;8.46;61.96
141;BME280;65;48.779;9.160;2019-02-10T02:04:00;97933.08;;;8.39;62.43
141;BME280;65;48.779;9.160;2019-02-10T02:06:27;97916.95;;;8.31;62.60
141;BME280;65;48.779;9.160;2019-02-10T02:08:54;97921.92;;;8.39;62.19
141;BME280;65;48.779;9.160;2019-02-10T02:11:22;97915.06;;;8.37;62.22
141;BME280;65;48.779;9.160;2019-02-10T02:13:49;97909.09;;;8.39;62.21
141;BME280;65;48.779;9.160;2019-02-10T02:16:17;97907.36;;;8.34;62.37
141;BME280;65;48.779;9.160;2019-02-10T02:18:44;97896.78;;;8.28;62.72
141;BME280;65;48.779;9.160;2019-02-10T02:21:11;97888.73;;;8.24;62.82
141;BME280;65;48.779;9.160;2019-02-10T02:23:39;97877.92;;;8.25;62.90
141;BME280;65;48.779;9.160;2019-02-10T02:26:06;97875.56;;;8.22;63.12
141;BME280;65;48.779;9.160;2019-02-10T02:28:33;97870.03;;;8.20;63.03
141;BME280;65;48.779;9.160;2019-02-10T02:31:01;97862.19;;;8.18;63.50
141;BME280;65;48.779;9.160;2019-02-10T02:33:28;97863.17;;;8.17;63.14
141;BME280;65;48.779;9.160;2019-02-10T02:35:56;97853.36;;;8.18;63.16
141;BME280;65;48.779;9.160;2019-02-10T02:38:23;97851.23;;;8.21;63.28
141;BME280;65;48.779;9.160;2019-02-10T02:40:50;97839.33;;;8.29;62.81
141;BME280;65;48.779;9.160;2019-02-10T02:43:18;97837.11;;;8.25;63.04
141;BME280;65;48.779;9.160;2019-02-10T02:45:45;97830.34;;;8.31;62.37
141;BME280;65;48.779;9.160;2019-02-10T02:48:12;97837.23;;;8.33;62.44
141;BME280;65;48.779;9.160;2019-02-10T02:50:40;97828.47;;;8.27;63.15
141;BME280;65;48.779;9.160;2019-02-10T02:53:07;97826.34;;;8.31;62.50
141;BME280;65;48.779;9.160;2019-02-10T02:55:35;97817.66;;;8.28;62.90
141;BME280;65;48.779;9.160;2019-02-10T02:58:02;97812.74;;;8.20;63.03
141;BME280;65;48.779;9.160;2019-02-10T03:00:29;97801.25;;;8.19;63.11
141;BME280;65;48.779;9.160;2019-02-10T03:02:57;97795.27;;;8.21;62.93
141;BME280;65;48.779;9.160;2019-02-10T03:05:24;97783.93;;;8.19;63.15
141;BME280;65;48.779;9.160;2019-02-10T03:07:51;97783.17;;;8.27;62.64
141;BME280;65;48.779;9.160;2019-02-10T03:10:19;97770.95;;;8.20;62.72
141;BME280;65;48.779;9.160;2019-02-10T03:12:46;97772.28;;;8.20;63.00
141;BME280;65;48.779;9.160;2019-02-10T03:15:13;97767.56;;;8.32;62.39
141;BME280;65;48.779;9.160;2019-02-10T03:17:41;97767.14;;;8.23;62.62
141;BME280;65;48.779;9.160;2019-02-10T03:20:08;97751.99;;;8.23;62.62
141;BME280;65;48.779;9.160;2019-02-10T03:22:36;97749.29;;;8.19;62.69
141;BME280;65;48.779;9.160;2019-02-10T03:25:06;97744.80;;;8.20;62.61
141;BME280;65;48.779;9.160;2019-02-10T03:27:34;97738.14;;;8.20;62.97
141;BME280;65;48.779;9.160;2019-02-10T03:30:03;97725.00;;;8.22;62.68
141;BME280;65;48.779;9.160;2019-02-10T03:32:30;97724.59;;;8.13;63.05
141;BME280;65;48.779;9.160;2019-02-10T03:34:58;97713.31;;;8.19;62.94
141;BME280;65;48.779;9.160;2019-02-10T03:37:25;97704.98;;;8.18;62.70
141;BME280;65;48.779;9.160;2019-02-10T03:39:52;97675.77;;;8.31;62.30
141;BME280;65;48.779;9.160;2019-02-10T03:42:20;97675.77;;;8.31;62.30
141;BME280;65;48.779;9.160;2019-02-10T03:44:47;97677.66;;;8.34;62.17
141;BME280;65;48.779;9.160;2019-02-10T03:47:14;97670.78;;;8.32;62.23
141;BME280;65;48.779;9.160;2019-02-10T03:49:42;97664.49;;;8.33;62.26
141;BME280;65;48.779;9.160;2019-02-10T03:52:09;97663.89;;;8.43;61.43
141;BME280;65;48.779;9.160;2019-02-10T03:54:37;97659.88;;;8.39;61.67
141;BME280;65;48.779;9.160;2019-02-10T03:57:04;97649.34;;;8.33;61.86
141;BME280;65;48.779;9.160;2019-02-10T03:59:31;97647.17;;;8.33;61.88
141;BME280;65;48.779;9.160;2019-02-10T04:01:59;97653.58;;;8.26;62.24
141;BME280;65;48.779;9.160;2019-02-10T04:04:26;97649.06;;;8.22;62.12
141;BME280;65;48.779;9.160;2019-02-10T04:06:53;97640.41;;;8.24;62.10
141;BME280;65;48.779;9.160;2019-02-10T04:09:21;97645.71;;;8.20;62.23
141;BME280;65;48.779;9.160;2019-02-10T04:11:48;97653.37;;;8.19;62.66
